"Data Source","World Development Indicators",

"Last Updated Date","2023-10-26",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022",
"Latvia","LVA","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5789128636.62293","5975248851.45482","6527926445.6811","7166275467.65161","7533788133.55753","7958852838.93395","8362398701.58943","9557031605.27512","11771975156.8073","14435700533.368","17003459863.0989","21570076498.6205","31054350977.9784","35854274228.9139","26410909090.9091","23956163076.5575","27474380566.265","28169902669.3784","30204783461.8488","31386896487.0402","27263090547.0617","28083597512.4849","30483806017.8321","34429023435.0205","34343961072.8229","34601740323.338","39725383601.2125","41153912662.862",
"Macao SAR, China","MAC","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","1142497657.76235","1133013285.79953","1304361353.27024","1362072216.70638","1532105006.45293","1957724747.88723","2288761917.39621","2705665379.75616","3246481368.16","3765249711.09098","4914365394.52545","5665606114.80317","6311207515.64538","7046147442.13921","7176892950.39164","7267571196.45572","6797792474.19192","6547670439.26","6774193548.3871","6860272608.45211","7371692468.55849","8246479394.59577","10643253442.6232","12160056754.8373","14874098382.0863","18439981803.6347","21027018551.1485","21587786004.5882","28241799668.0086","36845887225.4296","43189724079.7668","51536592939.0332","54902831793.5018","45048188247.6458","45070807279.6288","50440935654.0075","55284309690.2698","55204960999.5882","25459685019.548","30123795336.8931","21979475560.6214",
"St. Martin (French part)","MAF","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","775875857.976655","","","772921756.313723","","","","","","","","",
"Morocco","MAR","GDP (current US$)","NY.GDP.MKTP.CD","2037154740.29751","2025693537.93302","2379611122.70504","2657252576.17548","2798345296.33244","2948331088.10181","2876401294.79959","3046345311.94219","3271422329.995","3651622666.021","3956336240.94413","4356669160.63397","5074117544.77482","6242146134.92684","7675467036.60961","8984851898.73747","9584296202.0867","11049784283.2153","13236946766.2301","15911994141.2408","21728517078.5354","17788186055.571","17692275268.3876","16251407368.0967","14824668235.7834","14991283215.7408","19462086253.3066","21765195948.189","25705296183.5037","26314313191.1826","30179955995.515","32285573573.9185","33711069430.78","31655473663.8348","35604137422.5796","39030285468.3841","43161572352.9793","39147844526.0838","46497609536.2418","46266427862.751","43017455401.4244","43831480206.4535","47077192183.7329","58029361338.6298","66114147932.3903","68852655479.5601","75883820424.0845","86947909744.5993","101822906946.027","101154952243.015","100865325482.244","110080631330.061","106937397478.353","115739288446.799","119130845829.482","110413820681.034","111572946646.535","118540574727.552","127341141871.205","128920265075.525","121347533649.793","142866583124.696","134181587769.796",
"Monaco","MCO","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","293073868.023221","327651487.962757","402460333.237637","523552815.119127","563939670.704419","711922994.225545","735339911.935065","811250927.388998","1000535735.38751","1209898293.46372","1378130995.65913","1205166025.51592","1143229071.77943","1092551781.01486","1037314956.25083","1082851076.52158","1515209588.2378","1839095595.25655","2000674667.08261","2010116851.20284","2481316053.85316","2480497538.54794","2737067001.75938","2574440022.97964","2720297793.28662","3130270895.13587","3137848801.03606","2840182220.99117","2934578821.10938","2907075359.5041","2654476597.15436","2673738412.57583","2919691961.37432","3597052153.18568","4117728150.84001","4204651893.54085","4586828062.23529","5875376401.92159","6502945305.07812","5473265701.67968","5367561640.00001","6088690667.31519","5742748405.54688","6555590641.56865","7069351223.5686","6261646949.53125","6472837332.95721","6431274937.64707","7194256778.2745","7383941919.21567","6739642360.46694","8596156573.64327","",
"Moldova","MDA","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1752979926.41489","1695122173.91304","1930081168.83117","1698717504.65549","1170782957.37443","1288429391.79951","1480673594.05602","1661818168.4226","1980907434.76826","2598249555.89984","2988342907.03096","3408255364.03198","4401173161.68327","6054824433.05825","5439434059.31996","6974982391.40094","8414351671.7241","8709138767.2078","9496717700.89855","9399833207.49341","7798692878.40136","7982450758.03213","9519053158.46404","11253727815.4762","11735774634.4239","11531967881.0624","13692230147.0588","14420947883.5979",
"Madagascar","MDG","GDP (current US$)","NY.GDP.MKTP.CD","673081724.075966","699161943.856733","739286906.851163","759345862.970929","802482182.923768","833563472.161911","900264583.687729","956436931.141842","1031669636.36062","1056391054.53794","1111859569.77066","1199507629.99222","1341590681.586","1653062347.36378","1917508190.04689","2283049233.28581","2181844193.92388","2358930406.42896","2669755115.50372","3463565881.42215","5201818348.92727","4759333969.83276","4784977348.93187","4686457013.0813","3905938480.86119","3802557894.8719","4347989798.80705","3212900560.81729","3189456961.27041","3175638332.64471","3931334870.6285","3254713056.02171","3714966675.01207","4063298919.2868","3522227094.14223","3838100902.25012","4931861036.68369","4262965421.14559","4401967634.08547","4277903780.29131","4629247204.9853","5438332600.53228","5351701664.71362","6372498891.38118","5064732625.39054","5859269751.63826","6395712491.75146","8524620890.88039","10725137721.5622","9616879407.59474","9982711338.11814","11551819617.6271","11578975063.7975","12423555457.0352","12522957401.0395","11323020699.9128","11848613859.5279","13176313593.5509","13760033282.6071","14104664677.9627","13051441203.4474","14554754115.2112","14954967604.4073",
"Maldives","MDV","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","42463576.1645647","44781456.9595737","47911342.4164181","57829787.2422454","109503546.105763","127190757.959989","141882254.230178","141223029.383064","168514513.375071","189514434.244","215043969.849246","244396761.92334","284875818.024126","322417837.161971","356014932.136461","398988954.970263","450382327.952421","508223602.378929","540096397.621071","589239753.610875","624337145.284622","870031653.109155","897031250","1052121054.6875","1226829562.5","1163362437.5","1575200390.625","1868383460.9375","2271646187.5","2345294875","2588176054.6875","2774350163.34773","2886163937.77963","3295009231.00739","3697353155.04883","4109416450.22514","4379134272.943","4754185598.8417","5300949822.99805","5609385433.592","3746329358.28788","5405557161.73799","6189865408.23158",
"Middle East & North Africa","MEA","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","44717172685.5557","49452094477.5011","55907595961.0765","66167288440.852","80153352071.2659","108540898880.856","202706813870.318","224132579904.44","283341231553.811","329435259580.604","351690865692.245","461667110191.488","597897341101.217","619069917329.918","618158392045.232","625718271828.566","638070519986.112","654706689124.51","672465558770.203","619200038894.055","586915526240.98","609483584498.441","805603843643.189","563853412811.686","616122411879.781","625486004394.759","659806409519.312","743609670481.607","840153956522.4","883633046666.931","868792917633.378","942196788206.791","1054434624566.13","1049626453935.2","1044708616047.07","1158767180290.35","1367527495933.23","1643484575866.91","1924931009374.37","2272332400470.5","2830408013082.13","2556999251658.56","2984420804908.85","3368261589778.98","3642052757122.07","3581785122621.94","3602485542648.46","3179422230864.32","3213372950118.37","3352271233734.46","3516514202416.88","3522808006382.47","3157878645367.9","3740992832406.26","4414423065617.28",
"Mexico","MEX","GDP (current US$)","NY.GDP.MKTP.CD","13039999986.96","14159999985.84","15199999984.8","16959999983.04","20079999979.92","21839999978.16","24319999975.68","26559999973.44","29359999970.64","32479999967.52","35519999964.48","39199999964.0668","45199916695.0352","55280212668.4124","72000179025.5041","88000000000","88876787990.9128","81912502624.4674","102647292867.001","134529639571.996","205576980831.514","263802132208.636","184603593511.161","156167542258.06","184231211497.054","195241386179.148","134556126316.62","147542611736.835","181611150496.787","221403143240.479","261253660211.684","313139656145.745","363157793810.136","500733386969.941","527810631731.248","360072506961.293","410972976953.229","500416010941.521","526499723362.144","600233031001.064","707909864021.779","756702925694.04","772109710670.873","729335024013.225","782242912348.371","877476892365.264","975383402912.585","1052697085016.35","1109987401386.38","900047015737.995","1057800597973.65","1180487226406.78","1201093787127.42","1274443916251.64","1315356131262.48","1171870072962.76","1078493059306.95","1158912015259.01","1222405556421.13","1269009571610.76","1090514966785.91","1272838810896.09","1414187193992.25",
"Marshall Islands","MHL","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","31020000","34918000","41749000","45144000","43879000","55989000","62983000","70688000","72798000","78476000","82507000","91063000","99461000","108071000","120230000","110858000","110705600","112279400","114326300","115347500","122824000","131738200","131398500","132934600","137666300","142745200","149870000","145969100","150624900","160318500","171567100","179855800","185468000","185172900","182997300","200716000","212701200","219330300","232092300","241722400","259538700","279667900",
"Middle income","MIC","GDP (current US$)","NY.GDP.MKTP.CD","316376209430.522","313303886062.987","320085524430.747","343208421071.067","390696261920.414","431007931276.025","446005445246.893","458085789271.239","483839604813.954","540752617375.372","594602858158.583","639144217439.173","715919582279.353","914833294251.137","1161069117578.99","1282604977967.13","1378256736089.2","1545854791100.53","1715904581161.54","1992288749673.43","2353291017161.02","2649954735161.45","2609362555753.73","2520772212451.61","2599512223206.92","2696619172045.72","2798928238733.82","2899470710783.83","3084956766681.63","3216442505896.83","3697346151633.17","3553641933496.79","3712563843245.6","3965957275221.92","4298394115140.09","4825314214232.54","5288859968669.82","5596554559132.65","5414212859323.65","5297090345599.22","5776761011405.62","5831560036561.63","5970192042162.19","6732418464358.17","7992081898929.68","9511305976468.14","11293666564845.1","13954903602793.2","16694431978835.2","16305847816594.7","19889521929418.4","23725461596065.7","25291481601347.3","26794468512319.2","27693615809487.3","26235141991923.6","26474239454559.9","29101978685393.7","30947243041064.9","31667498458543.1","30547251417512","36066152279426.7","38164267887582.5",
"North Macedonia","MKD","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4699646643.10954","4938775510.20408","2436849341.97604","2682456896.55172","3559608612.55779","4707041273.82331","4642021256.30689","3912986090.97363","3765745000.15914","3863619262.14615","3772859053.28772","3709636012.49122","4018365767.82494","4946296568.73311","5682784433.35956","6258602830.34852","6861227018.42078","8336475035.85415","9909552355.61558","9401736825.42688","9407170388.83362","10494626767.6445","9745261300.57788","10817702423.7886","11362265293.5581","10064519962.5655","10672467073.2873","11307067000.7188","12683068033.1043","12606338448.547","12363580534.6811","13825049831.7959","13563132057.2486",
"Mali","MLI","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","275494477.81984","343771973.331357","339913866.633523","359772315.067256","395218629.372336","486617279.362262","563683703.170094","538747340.766661","830710613.857335","939228016.198078","1049838549.9613","1222702571.57931","1595422953.67648","1759691182.94597","1538972426.91311","1333754226.22123","1297765325.81885","1232932104.67093","1392196048.89064","1852163455.53598","2090629984.18361","2169040604.50929","2181821905.94196","2681912149.14767","2724131460.10827","2830673380.79743","2818281080.10984","2081846499.03751","2706425157.92907","2780422047.73085","2697105821.83307","2920358712.64824","3440724707.80834","2961484953.73364","3468337941.0883","3908121309.85681","4714071978.28635","5454249122.71389","6247515892.29694","6905934219.29467","8156468818.00868","9838403090.95859","10231962382.7842","10689168011.4449","12995112698.0102","12442035328.035","13242690790.0557","14364937127.7002","13104764378.7114","14026048334.2131","15365713059.1057","17070867577.6666","17280250805.2245","17465392779.0366","19309463505.9833","18827176532.3169",
"Malta","MLT","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","250721821.553678","264579879.784878","295118249.324933","345602025.375393","376094108.475331","474620439.58496","527936988.791275","625573345.532174","793675169.878579","1001300838.32335","1250242107.87969","1243469360.56838","1234518125","1165771369.00625","1101828568.76804","1117835285.50512","1435079200.34957","1751247763.41948","2019474244.19359","2118574772.11136","2547163582.33149","2750041434.26295","3021910216.71827","2709178326.78271","2998570146.54095","3461332684.8249","3585755121.48642","3722389055.72239","3958227428.44513","4155187257.85622","4323339212.2281","4355146427.54937","4693495693.49569","5489359280.75566","6116591928.25112","6407287650.7897","6778321415.12985","7925403777.71694","9090376446.46258","8696304529.03584","9035819656.6669","9638733344.35806","9461826174.02344","10550968138.9413","11625843213.6076","11091467513.7109","11667976402.763","13489296992.0001","15298004130.4975","15881258056.2009","15046136935.4814","17743376199.3523","17765270014.7571",
"Myanmar","MMR","GDP (current US$)","NY.GDP.MKTP.CD","","584351384.464088","612517344.756215","659976659.599529","475197381.868256","402619413.648984","317816209.973753","328182434.544961","531186357.405981","551379225.912926","578992638.8291","559378375.675676","634525053.103964","667038769.091964","1000557949.59229","1128484859.02503","1155595925.08513","1000350726.87418","916914661.349421","919525191.636393","1010596805.47618","1064867669.38909","1302701536.67393","1427209835.80133","1354699245.07241","1310837294.25837","1590096758.97152","1448003803.86246","1392547742.82535","1674823310.86252","2036373522.68939","2137184858.04416","2216072577.11344","2809748387.09677","3821535779.81651","4879257847.77122","5759624742.26804","5633070602.54016","4613071494.63459","5643818689.479","6849321645.95623","6220270632.33592","6110632857.66584","7754647428.07323","9390855297.73553","10588433068.8549","11863016315.2934","15591182544.7092","23013015832.1023","29455165594.6859","37796052938.7278","54118601974.7947","58318677644.9492","60572257122.2962","63264892768.3726","63045306513.9317","60291738934.7768","61449391917.1276","67144726167.9294","68697761477.1809","78930259068.5275","65124769601.7482","59364362540.5524",
"Middle East & North Africa (excluding high income)","MNA","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","23810290583.6734","24818305646.7259","26868148665.6239","29559642720.3405","32795724265.0669","37041045402.7119","42465877969.7781","50671066925.6765","67263875069.5743","102537786306.18","119312125730.549","147273622929.505","170439957379.812","183193116894.237","228497957185.147","273628581283.873","267035342020.834","306280754022.574","344207728574.366","364418541881.349","397323233713.946","446510193616.138","390485215638.734","358479455706.056","360489945430.169","507141220137.504","262766643338.001","289376729240.243","297118261901.421","318546529596.623","371191412877.517","427895550438.952","452412290027.751","465947519773.797","506226639650.335","536175306891.651","542328469799.707","528297275874.736","577707880430.595","685783572798.75","808536284369.615","942305915002.969","1148311867090.24","1416250571755.31","1378596088772.17","1587780320761.47","1636401102296.1","1764808551707.3","1624047544310.35","1600856731724.61","1439069681066.11","1475844914342.24","1476907778479.73","1400046333583.24","1408624610717.23","1284929306042.49","1507013655174.51","1676993028171.17",
"Montenegro","MNE","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","984292969.877649","1159869245.92513","1284685050.52413","1707710053.14938","2073234417.68066","2257174480.78597","2721903148.91482","3680711743.77224","4545674527.61096","4159330369.5471","4142983897.83334","4544429062.57783","4087525609.43086","4465771672.62001","4593852089.09567","4054728172.94375","4376929571.63114","4856602178.63413","5506944403.30196","5542053845.29274","4769995511.55242","5861430525.58447","6095978867.69929",
"Mongolia","MNG","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","2310099100","2552401933.33333","2725736633.33333","2098734600","2186505475","2896178866.66667","3020611600","3204461566.66667","3576966800","2560785660","2379018326.31579","1317611863.84977","768401634.154573","925817092.217484","1452165005.2384","1345719472.35883","1180934202.83801","1124440204.40161","1057408588.68269","1136896123.61298","1267997934.3125","1396555719.97409","1595297355.78349","1992066808.09598","2523471601.80211","3414055662.58063","4234999702.69446","5623216609.65069","4583850367.88972","7189482000.66686","10409797375.1152","12292770631.1967","12582122604.1921","12226514666.0404","11619892592.6599","11181350649.2247","11480847740.0839","13178094719.8612","14206359016.4014","13312981427.4023","15286441740.129","16810883360.913",
"Northern Mariana Islands","MNP","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1284000000","1239000000","1210000000","1061000000","990000000","938000000","939000000","795000000","799000000","729000000","746000000","772000000","832000000","910000000","1230000000","1560000000","1301000000","1181000000","858000000","","",
"Mozambique","MOZ","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3633488385.06275","2640001311.31689","2729524757.99534","2796555381.45919","2899912130.16659","3856799844.1609","4648838896.06781","5263884908.24241","5976402585.91345","5656473652.41147","5398557896.15748","5677013628.85057","6303399757.82376","7631106170.94621","8542083074.14716","9176896597.16802","10450826527.2066","12556173242.7736","11914471512.7684","11104649065.1649","14381552466.6044","16350813486.9908","16974314296.2182","17716091057.2675","15950979333.1582","11936993086.9579","13219079497.7055","14845400592.6712","15390031039.9957","14156864916.4711","15776757419.5197","17851491427.6765",
"Mauritania","MRT","GDP (current US$)","NY.GDP.MKTP.CD","","159213426.501887","164271553.699783","168186293.249762","224495738.505742","255340469.014596","266533598.898919","282615303.571519","311395929.92049","295062290.316742","309405315.754853","335568937.061988","391669449.251139","493237913.177749","613010507.417935","703377837.468541","775045516.867217","799029958.721493","804629876.761441","951900945.208912","1047925029.52885","1105494605.37314","1108776724.17623","1165171334.26275","1074373174.16338","1009723326.32056","1186628778.51695","1344664663.9926","1414951227.39805","1450647019.18099","1506914407.82047","2133692609.95576","2164298425.48412","1847353160.37444","1944876755.00708","2091726047.70039","2132087061.08121","2071996518.57055","2032347629.00637","1985922807.12919","1779520861.64321","1746063580.38174","1777057503.059","2051147606.73687","2362501023.24249","2936019525.60241","3919577285.92703","4346212411.05496","5206437120.9471","4714595487.85253","5628878865.99027","6764627665.69239","6728208836.22143","7223071177.15856","6592537781.81518","6166863960.00061","6398741855.76276","6800138755.34592","7473550557.07378","8066118984.30581","8405498735.74293","9996240418.70784","10375460680.4361",
"Mauritius","MUS","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","704030891.256716","823633426.242452","1015369264.0707","1211139631.32812","1131789419.03755","1142388228.18295","1078403870.33855","1090276947.31304","1040554576.01413","1076122255.82323","1462904781.85454","1880850480.07423","2134513096.5249","2181935024.14244","2653485952.13319","2856889159.58616","3224265821.36824","3263363787.16599","3558143644.06071","4040342060.18334","4421952122.97703","4187375887.41175","4169672974.84855","4343708895.58505","4663321022.22673","4613637222.14006","4841310239.63687","5816559038.54545","6578840498.66931","6488743119.74298","7028810754.78164","8150150144.15635","9990356849.29491","9128843109.15588","10003670690.3497","11518413429.9684","11668696526.2252","12292974007.9361","13074130094.3723","12007291045.6489","12594155346.298","13713505998.0391","14735695930.9727","14436347115.2893","11401040995.9946","11476433603.7814","12898307089.1315",
"Malawi","MWI","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","1801157516.23043","1801193743.88288","1717379360.42987","1780147545.95853","1758028656.74575","1646442592.58455","1722585991.06697","1721712198.25696","2008189638.9482","2314204989.72207","2737088195.94459","3206784402.38111","2618837532.19438","3013392429.85585","1719864761.30628","2033701542.3252","3319573821.89376","3875785863.38323","2547609562.74027","2584478943.60105","2537307566.12394","2498008653.13585","5087328437.8737","4669789300.35662","5058726350.48896","5320409651.47544","5818279739.14354","6451210219.11683","7743617352.21427","9009887946.82039","10128323010.6049","11648142958.3651","8773203178.16512","8031571927.62055","8801326169.14547","9219474373.16418","7909868618.46366","8943543677.18899","9880675785.93057","11025371147.1876","12056108780.2073","12602334123.7637","13164667626.9363",
"Malaysia","MYS","GDP (current US$)","NY.GDP.MKTP.CD","1916229475.84631","1901856121.44173","2001489600.83708","2510110346.4717","2674423920.68764","2956337667.30465","3143517941.70968","3188924674.94232","3330371548.96916","3664552038.87553","3864145664.81179","4244395358.10166","5043347485.91194","7662903760.34323","9496205619.75383","9298800799.46702","11050234602.248","13139486857.958","16358082222.8997","21213268200.3906","24488220937.7845","25004285800.8297","26804497470.7328","30347442121.8264","33942902256.9454","31199637541.3219","27734114980.9699","32181205900.5823","35272104730.5683","38847970073.3093","44024585239.6137","49143148094.2683","59167550162.956","66894966968.9736","74478356957.7808","88705342902.7113","100855393910.486","100005323301.867","72167498980.8398","79148421052.6316","93789736842.1053","92783947368.4211","100845526315.789","110202368421.053","124749473684.211","143534418452.154","162692260155.07","193549547954.753","230811591306.52","202257458160.849","255017645207.18","297951667650.449","314443061220.138","323276281683.441","338066121289.413","301354783698.72","301255332137.075","319109103242.055","358788833524.945","365177744321.011","337339463179.961","372981073017.749","406305924656.071",
"North America","NAC","GDP (current US$)","NY.GDP.MKTP.CD","583846865155.963","604324383529.855","647421507831.268","683726091142.692","735285529799.612","798329454784.967","876221164375.333","927523614111.886","1014480047239.01","1099212903144.71","1161681557632.31","1264666514680.04","1392809248873.62","1557411142644.97","1706501904010.36","1859675742591.5","2081063962814.82","2294598176304.65","2571452194594.98","2871736224251.83","3132690552139.76","3515025943002.17","3659213403680.76","3976790396303.07","4395326572390.41","4706202530269.8","4959819231231.83","5289651428003.93","5747232777228.07","6210306867066.47","6560825464840.25","6772277795512.61","7116382987449.39","7439438360930.93","7869047506907.27","8247720786992.14","8706415377889.29","9235475216556.61","9699946684246.95","10312908917711.9","10999201631931.6","11324572986044.5","11693699517098","12356169212634.8","13248368139278.3","14217175927778.7","15140995757591","15949814312783.3","16329827601721.7","15859346076157.3","16672942337486.3","17399367444174.5","18088716899521.6","18696254170835","19362844040439.9","19769184098217.1","20230005494907.4","21133744509244.1","22265581227435.8","23132124767672.5","22714959162302.7","25323694505423.9","27610090523673.8",
"Namibia","NAM","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","2421991155.00236","2249908724.55805","2118710573.93528","2297400688.06602","1951259376.82085","1608237350.81972","1809048791.25042","2300067840.45776","2495095295.18236","2535135314.27329","2789922033.09408","2996869281.48364","3429521498.98741","3251189247.70138","3666503185.43389","3978514206.31168","3989163041.92553","4154990250.56993","3873109748.79035","3868551624.85758","3922231976.43938","3557341284.0188","3349169932.3008","4926439274.97486","6609206506.34686","7248375216.59475","8001779551.06323","8839536893.68443","8607431845.19631","8938847363.87815","11431412421.1316","12523359440.5499","13042053856.9696","12043307277.1235","12435430396.1929","11335161230.1608","10722018975.0783","12895153160.466","13682019171.6627","12541928102.7657","10583748757.3345","12446290854.8973","12607436975.946",
"New Caledonia","NCL","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","159594492.305838","164206536.282785","180036767.47083","215507162.355824","263108841.078093","358815683.716629","413985777.670441","506808996.960496","542293400.026262","637403479.729112","816652167.285625","798313524.683474","837620127.341883","846004692.259816","1047225724.45196","1182463958.69648","972564156.967099","904599871.517483","823857894.302675","796066192.872695","854820894.098006","1201321509.33072","1488093104.56648","2072775508.24365","2185082943.54573","2529440424.29422","2653780677.01073","2923883289.6371","2822243775.1099","3038728391.45878","3628440524.39278","3606968436.36758","3291131295.15184","3556304834.39845","3647802046.2206","3420032042.3108","3297734885.79488","3740056751.5259","4915353825.59343","5895008984.55746","6238629461.58574","6979155408.44429","8819917187.11094","9067619728.99592","8704438060.52072","9364350064.98695","10351448025.3027","9659151908.65435","10151382876.8113","10635035550.01","8738203041.54697","8724568970.67697","9173669999.59434","9896402295.48329","9475655341.98316","9454629451.03219","10071349707.1581","",
"Niger","NER","GDP (current US$)","NY.GDP.MKTP.CD","449526872.565561","485785231.729353","531736599.930736","586294879.4719","582816396.216401","673383510.242122","702296079.857692","665586872.839162","641214226.839012","625867984.42818","649916621.179857","693573704.422866","742779659.455166","946385104.967731","1026137112.43707","1048690931.5406","1064517600.10051","1291458043.7403","1774365587.86851","2109277663.09748","2508524715.79516","2170893417.98129","2017612217.82752","1803099561.08393","1461243326.83775","1440581653.32328","1904097000.74963","2233006101.94475","2280356194.14559","2179567111.0004","3512356508.47435","3285796877.19799","3386232582.4161","3052673843.8613","1938058176.41585","2302537562.69931","2405686938.76483","2290318908.81986","2643363520.93135","2537789819.37694","2241753192.71257","2448714703.09612","2782192880.69187","3394084731.48601","3760443735.45875","4383315967.49998","4756361253.33358","5731485046.0864","7297600218.92394","7352131304.39631","7851192498.77154","8772950783.02414","9426912639.20382","10224897440.9239","10862943546.2851","9683867926.72766","10398861980.6524","11185101444.3729","12808661487.4035","12916454870.5458","13744174582.2532","14915002098.4975","13969605582.5202",
"Nigeria","NGA","GDP (current US$)","NY.GDP.MKTP.CD","4196174503.20867","4467287894.87176","4909399178.20409","5165590255.83013","5552931321.04864","5874537652.53475","6366917455.77978","5203237920.78613","5200997921.68123","6634317348.92679","12546094986.5804","9181769911.50443","12274416017.7976","15162871287.1287","24846641318.1242","27778934624.6973","36308883248.731","36035407725.3219","36527862208.7133","47259911894.2731","64201788122.6054","164475209515.939","142769363314.176","97094911792.0489","73484359521.4887","73745821158.2254","54805852580.9129","52676041931.1087","49648470440.4593","44003061108.4005","54035795387.8086","49118434950.4188","47794954191.501","27752204787.489","33833043777.7372","44062465417.9421","51075815092.5","54457835603.1357","54604050168.1818","59372679433.1746","69448962760.8787","74030562269.9655","95054094655.3277","104738980156.958","135764715375.206","175670536601.006","238454952231.572","278260808841.03","339476215683.592","295008767295.038","366990528103.078","414466540786.738","463971000388.612","520117163617.721","574183825592.358","493026782401.561","404649048648.026","375745732274.676","421739210176.152","474517470742.749","432198936002.177","440833583992.485","477386120635.845",
"Nicaragua","NIC","GDP (current US$)","NY.GDP.MKTP.CD","227223322.141537","244144236.65331","269283803.686825","297324163.095513","347119918.158577","564290020.384288","607140010.475682","657140010.747554","692859984.612158","750000002.894903","778569938.824225","828569953.4744","878570045.450998","1092900014.79168","1521400011.53463","1581599958.5989","1836899998.94579","2226999873.71856","2127699978.78077","1567599981.69806","2144300006.18028","2474700227.04662","2454499872.03789","2753100057.78802","3117599872.08764","2683699935.36479","2885799993.91571","3851200117.77355","2630900095.60219","1013184755.57026","1009455476.10732","1488804123.71134","1792800000","1756454248.36601","3863185119.04762","4140470000","4308351902.78601","4389973334.97976","4635267224.84195","4855717874.68247","5107329007.0922","5323146565.70315","5224213017.54386","5322454925.84746","5795568204.64532","6321324455.16941","6763418645.81377","7423365274.89468","8496948184.42042","8298736471.12441","8758619130.58043","9774320144.00049","10531980451.1847","10982954744.4415","11880433902.9361","12756722238.3709","13286066154.9603","13785890939.4447","13025266513.3167","12699028889.666","12678162359.4021","14145852100.7591","15671583877.9712",
"Netherlands","NLD","GDP (current US$)","NY.GDP.MKTP.CD","12276734172.0828","13493833739.9949","14647057370.1418","15891241386.291","18699380731.3465","21000586933.2041","22867203317.4022","25087562181.3218","27817605743.2503","34035946604.1815","38164716625.0685","44579122807.0175","54706557264.4878","71840909664.1968","87243413394.5405","100249523353.085","109168720620.103","127016990212.804","155859695457.323","179669405690.432","195152092662.381","164134217080.279","158479527935.958","153445465987.182","143912664148.352","143845822717.622","200862095700.666","245046310922.541","261910508417.884","258336705808.999","318330511920.61","327500327675.625","362962872180.451","353550169672.52","379130260322.073","452301674444.139","450490196078.431","416812740004.518","438008220395.468","447049523049.808","417479337444.707","431586852369.686","473861980070.981","580070360701.96","658380081545.175","685348181515.953","733955269898.823","848558887541.179","951869997864.062","871518638049.218","847380859016.688","905270626332.693","838923319919.531","877172824534.519","892167986713.708","765572770634.375","784060430240.101","833869641687.068","914043438179.591","910194347568.61","909793466661.466","1011798853062","991114635529.187",
